iteration,MacroRecall_majority,MacroRecall_composite,QuantizationError,NodewiseMatchRate
300,0.23768682547798597,0.1738823585725471,0.3685170461749247,0.28
310,0.23857670034684061,0.17646166634255997,0.3671879735006037,0.3
320,0.24293688441432218,0.17797079167321167,0.3659022383171989,0.3
330,0.23822830941251505,0.17692973060819525,0.36448864520484636,0.3
340,0.24263141502570804,0.18065574633933082,0.3632417196628349,0.28
350,0.24154216424577024,0.1803022673730142,0.3619310189279917,0.31
360,0.2300158248127192,0.17787508948807626,0.360711609805867,0.31
370,0.22671565871767005,0.1779658744461384,0.35958379055541956,0.29
380,0.228057217590389,0.1779366292691246,0.3584370370835274,0.3
390,0.22950936315028722,0.1784434388815349,0.3573511882070571,0.33
400,0.2310995774890175,0.17985323519691418,0.3562164341456846,0.31
410,0.22709825442203513,0.1782959640945261,0.35522249370931236,0.28
420,0.22767864696833595,0.17804491442808754,0.3542641882552613,0.29
430,0.23795250868898837,0.18068735449355103,0.3530810338441891,0.31
440,0.2333146490349525,0.17886436160118085,0.3521038249230218,0.33
450,0.23349507780019252,0.17950969970079103,0.35110701969194313,0.29
460,0.2367841145415696,0.17824137377737637,0.3500732326710663,0.34
470,0.22934513082055652,0.17450153515877925,0.3490574868355691,0.35
480,0.23037913171191443,0.1738409532939045,0.3480045514734893,0.33
490,0.22866817300295228,0.17352362773070637,0.34710469258966725,0.32
500,0.22826897140614585,0.17360486434946484,0.34624512941959895,0.34
510,0.2317254315645325,0.17459719831238402,0.3452493884043379,0.32
520,0.23319415019941464,0.17386821131791075,0.34439245676029623,0.31
530,0.23205529677255102,0.17455940992977823,0.34355715469346426,0.33
540,0.23151767028725756,0.17487066028403445,0.34255928234521615,0.31
550,0.2296551320847461,0.17495767673564047,0.34173507620797244,0.3
560,0.2294795702144711,0.17488864909538304,0.34094539441560445,0.34
570,0.23148477569732873,0.1755093653507516,0.3402016601701765,0.34
580,0.23106442434704916,0.17511835850813184,0.33931575562767535,0.3
590,0.23161990210459946,0.17465805945616175,0.3385471277843321,0.32
600,0.22947488030409988,0.17567075243760327,0.3377970860002249,0.28
610,0.2308222896861957,0.17455449160030395,0.3370213823402621,0.29
620,0.23142426076821343,0.1734701996808268,0.33623744406379535,0.33
630,0.23473008823455538,0.17587412142360692,0.3353479546110863,0.3
640,0.22738964931785519,0.17529003373302735,0.3345610726231458,0.26
650,0.22786719132803673,0.17355627103731017,0.33388894896105425,0.26
660,0.22828754267831633,0.17355372621909718,0.3332545858115674,0.25
670,0.22742046987829215,0.17227225653529019,0.3325399561859679,0.25
680,0.2267447897465989,0.17338616059527479,0.33166043055539873,0.27
690,0.22700783980542164,0.1729600285903614,0.33092668450346535,0.28
700,0.2288781563256957,0.1716355550059177,0.3301762295668706,0.27
710,0.2367435183414057,0.17405076962392252,0.32944626803814475,0.25
720,0.23744496389786304,0.17298720281350832,0.32884338281420833,0.25
730,0.2345266408099706,0.17179007715757041,0.3282680836426004,0.24
740,0.23362551831247336,0.17376844759497934,0.32746126936821723,0.28
750,0.23460097137081054,0.17397109364857175,0.32675134805621875,0.29
760,0.23516958396395207,0.17506407730582485,0.32612300753267043,0.3
770,0.23793946770214075,0.17429394670830284,0.32512507599684687,0.3
780,0.2398422340340781,0.17613694775169583,0.3243648951489547,0.29
790,0.2396403882815551,0.17491762765121807,0.32373056159325564,0.31
800,0.23868781642264209,0.17419485000070323,0.3231556575857545,0.28
810,0.24330587974605092,0.17627791138005153,0.32238928641379333,0.28
820,0.24681787416375184,0.17905629486897442,0.3213370357707238,0.29
830,0.2428793443248319,0.1790820718580081,0.320679356778397,0.28
840,0.24310009487670828,0.17930882922762262,0.32012488350956714,0.28
850,0.24347540242022334,0.17833613971660087,0.3195343847364722,0.26
860,0.2407726306473798,0.17870011096887994,0.3187657928698905,0.29
870,0.2445529882569621,0.18147805634881778,0.31807731951048285,0.33
880,0.24924787727957556,0.18491484822109155,0.31694632269961154,0.36
890,0.2519411301992363,0.18530240645880894,0.3161330784495057,0.33
900,0.25167027577347506,0.18376317866564543,0.3155459934068662,0.31
910,0.25190336743358294,0.18346438147960806,0.31495357393892043,0.33
920,0.25134788967603267,0.18354442968948612,0.31442359910389917,0.33
930,0.2515972348589811,0.18312940513107728,0.3139275068347491,0.33
940,0.2525013868199598,0.18395913714527998,0.3133815925535475,0.33
950,0.25121918301564794,0.1827210142975585,0.31287584806743424,0.32
960,0.2486449110014055,0.18094507932414067,0.3121918079734828,0.33
970,0.2486449110014055,0.18083322250087447,0.3117163031159979,0.33
980,0.24785126020775472,0.18053560345325542,0.3112694752190952,0.32
990,0.24785126020775472,0.18053560345325542,0.31080863611437753,0.33
1000,0.24805086100615792,0.18106972106744604,0.3102999293481393,0.34
