iteration,MacroRecall_majority,MacroRecall_composite,QuantizationError,NodewiseMatchRate
890,0.2507670878845424,0.18880604713982324,0.7388258209553467,0.36363636363636365
900,0.2758664081015346,0.1981393973662297,0.7385274262133796,0.35
910,0.27081859903618194,0.2011793222776687,0.737352629436125,0.37
920,0.2624764296731837,0.19285465646999592,0.7361180160703505,0.43
930,0.2714255777666131,0.19960498068775262,0.7377149537228362,0.45
940,0.2533388137698575,0.19403146363078633,0.7366381471991938,0.35
950,0.2624381958834278,0.19810885564772457,0.7370490412745463,0.43
960,0.2775638377499261,0.19015861023927905,0.7364607631960719,0.35
970,0.2967556224167514,0.20275556756600951,0.7360546203743262,0.3
980,0.30682298840485456,0.19948375886393116,0.735827840277588,0.33
990,0.2828835812280398,0.20426253635513186,0.7351032218782235,0.37
1000,0.2830147205541516,0.2023799035636736,0.7336804349624824,0.30303030303030304
