iteration,MacroRecall_majority,MacroRecall_composite,QuantizationError,NodewiseMatchRate
10,0.2578669707873808,0.18708729411460231,74.83559331148274,0.4625
20,0.24314607669454,0.1835817781559796,74.48678743915424,0.4777777777777778
30,0.2522853496001471,0.18327848818659995,74.35446500299476,0.4888888888888889
40,0.2600799114684519,0.18685340654716454,74.24054499139604,0.5376344086021505
50,0.25275123874527866,0.18381126136720485,74.13146203914093,0.5543478260869565
60,0.2730176330883654,0.1957029584675742,74.01385161954289,0.4666666666666667
70,0.26825344139615726,0.1967617541310834,73.90128399994296,0.45054945054945056
80,0.27259158711912995,0.19731899351306828,73.7986284748631,0.4673913043478261
90,0.27579355311709686,0.1961979219984963,73.68179689876787,0.5
100,0.27917235418495434,0.19575054246074444,73.56043947392189,0.5425531914893617
110,0.28194233206212693,0.19770870842689064,73.45840607292935,0.44086021505376344
120,0.28061327422858723,0.19689307960510985,73.35334509050806,0.42391304347826086
130,0.29004371558532926,0.20268534592397386,73.25228112165348,0.5108695652173914
140,0.2880010691599792,0.201697130795481,73.15368663484941,0.4725274725274725
150,0.29149072672713494,0.2028222387593916,73.05492592148045,0.4673913043478261
160,0.2966453799734798,0.2017301087104086,72.95718247309476,0.39361702127659576
170,0.2905371900025459,0.2019819387314706,72.86175654091878,0.4479166666666667
180,0.29267796369232024,0.20389627520876666,72.76287520559211,0.4479166666666667
190,0.2873752439695775,0.20140907560445048,72.67947878836135,0.40625
200,0.2806479475065222,0.19723898248088942,72.59758628332256,0.4166666666666667
210,0.2854764121987504,0.2039915466607281,72.50818238753043,0.375
220,0.31286425902384973,0.2082275574259421,72.429440165567,0.41237113402061853
230,0.2847037540932783,0.2059488715006822,72.35276916522474,0.40816326530612246
240,0.277861864718495,0.20507900662181594,72.27894956694935,0.422680412371134
250,0.2796181572255348,0.20526488531183545,72.20712736133822,0.4329896907216495
260,0.30043591325076957,0.20764477127402167,72.13604285109902,0.4479166666666667
270,0.29921569892974187,0.20627930618761905,72.06095226579137,0.422680412371134
280,0.29963652897958387,0.20792213003239943,71.99534446778978,0.3645833333333333
290,0.3009463401675289,0.20896206800743874,71.92337267312519,0.3711340206185567
300,0.29331947049075907,0.20712265383828424,71.85594202777989,0.36363636363636365
310,0.29186337004907853,0.207471428557334,71.7844651990797,0.41414141414141414
320,0.292035541373948,0.20622959718775988,71.71675528122148,0.3838383838383838
330,0.2853114867387527,0.2092314022570642,71.63994494172117,0.34
340,0.28636755087413557,0.2133928772529283,71.57454466696456,0.4
350,0.3091626791724901,0.22077419338654372,71.48062041874239,0.36
360,0.2959725652957861,0.21614284814524684,71.38413310246806,0.32323232323232326
370,0.2754833173947047,0.2116853451251765,71.28464256683526,0.35
380,0.27691839910028887,0.21276652729418916,71.2103023035823,0.49
390,0.29339843017251493,0.2224698517477651,71.13745540552746,0.38
400,0.2897291419675779,0.22004169817291203,71.07077627063052,0.38
410,0.2923203533065539,0.22146947791367946,71.00849939154244,0.36
420,0.2898230671418373,0.21880731933642333,70.94108776049589,0.35
430,0.28915254754582936,0.22085018917530608,70.87528655142417,0.4
440,0.28989253874814475,0.22172781903855832,70.80582508984256,0.35
450,0.2905859948513312,0.22296319844013165,70.7477269000038,0.37
460,0.29130609480172537,0.2232156326998798,70.69055610287687,0.32
470,0.2994619585476493,0.22636910865269652,70.63998712969654,0.31
480,0.29677372387974893,0.22692775521482006,70.58972981275669,0.38
490,0.2973787223082953,0.2270100927410677,70.53540150474407,0.39
500,0.29582814758854525,0.22670264836559129,70.48416762530422,0.43
510,0.294541340970791,0.22797828147531526,70.42680921052632,0.45
520,0.29608644012808993,0.22905570114107016,70.36481457493535,0.43
530,0.29657859567285383,0.23007888358604808,70.309524113696,0.44
540,0.29657859567285383,0.23003947138539296,70.26176034377852,0.42
550,0.2955325526400559,0.22596528820451903,70.21246354602411,0.44
560,0.3033286756368089,0.22670113120757698,70.1697751083815,0.44
570,0.29860875045333,0.22506271416586812,70.11329194554305,0.4
580,0.29953998165223783,0.22585856752291236,70.07105108666717,0.39
590,0.2995218394392044,0.2283372013778073,70.01958324222315,0.4
600,0.2996298382596179,0.22737794657030846,69.95223147650783,0.46
610,0.29897819186319574,0.22731134633079927,69.89855693356404,0.45
620,0.2988843398321585,0.22642360120342278,69.85255525436378,0.43
630,0.29910509038403493,0.22615693453675612,69.81037010144128,0.43
640,0.3007871522339391,0.22858750449411877,69.76368583862565,0.4
650,0.3009867530323423,0.22817174943311544,69.7159409344577,0.39
660,0.299605059061182,0.22801541772817396,69.67641704061454,0.42
670,0.2980115168578471,0.22580930331007798,69.63331192244067,0.43
680,0.29603191824350833,0.22577437643906056,69.59114890335032,0.44
690,0.29568649510015776,0.2258202104011176,69.54793326456495,0.44
700,0.2949843535090316,0.22353443249090718,69.5072401398977,0.44
710,0.29622990413647027,0.22543335295630318,69.47029595161811,0.44
720,0.32588318258260507,0.23228371453478316,69.41940640924476,0.39
730,0.327090458179988,0.23365210799906905,69.37691331381198,0.36
740,0.3084637026154556,0.23024562058317433,69.33582207726461,0.34
750,0.3084637026154556,0.23023447617642825,69.2958868506617,0.34
760,0.3053663805590424,0.22551279613100395,69.25312577245589,0.4
770,0.3025106771595181,0.22704762299685802,69.21233921033617,0.41
780,0.29750847401127645,0.22408280806591527,69.17539502205659,0.41
790,0.30974233496929215,0.23107165451335654,69.13733537776658,0.42
800,0.31205545426627257,0.23269600815683264,69.0946011869676,0.4
810,0.3137830270989507,0.23205445979680384,69.05800282124657,0.38
820,0.3091743783218665,0.23028230239276135,69.03339534767645,0.44
830,0.3106165982140718,0.2282520622605745,68.99559417901011,0.42
840,0.3147484805683334,0.22678950754128915,68.94095792848722,0.4
850,0.31415736908381076,0.22428997952529708,68.90032971982431,0.38
860,0.31241023696689735,0.2242727776057619,68.86917805940067,0.39
870,0.3173748718274641,0.2254551502560108,68.82469410746882,0.43
880,0.31963330940561224,0.2265349018849831,68.78618599311682,0.43
890,0.3435553211645329,0.2314884379896315,68.74412057085678,0.44
900,0.3435553211645329,0.2314884379896315,68.70737023929495,0.44
910,0.34543140255973354,0.23202621144722402,68.66699099910633,0.44
920,0.3480506119299036,0.23307590398757203,68.62879513519167,0.45
930,0.3480506119299036,0.23306027701341975,68.59280032490683,0.45
940,0.34859563587165737,0.23326540297993467,68.55522138585717,0.44
950,0.3489648558212559,0.23326388111839366,68.51592150422117,0.44
960,0.3490895284127301,0.23315315598641995,68.48203386446608,0.45
970,0.34686730619050793,0.23175098050012133,68.44484204465508,0.44
980,0.34664655563863156,0.23163760181531406,68.41103833520307,0.44
990,0.3454340270367066,0.23176171211266505,68.37883346088759,0.48
1000,0.3454340270367066,0.23214682014515906,68.34282542972315,0.47
