iteration,MacroRecall_majority,MacroRecall_composite,QuantizationError,NodewiseMatchRate
660,0.24735772738392947,0.18842326028523348,570.697591839063,0.38
670,0.24549319575684983,0.18943482005313728,570.0364527874962,0.39
680,0.2426113952213305,0.18832687574469686,569.3738781563736,0.35
690,0.24330968778338843,0.18950139681069386,568.7697154510191,0.33
700,0.24429621282889497,0.1900255114020496,568.1849259393064,0.34
710,0.2443879199919536,0.1884350232891738,567.392693993383,0.37
720,0.24416716944007724,0.1881033780886646,566.7058214652419,0.32
730,0.24451259258342786,0.18812155751574186,566.1899195695163,0.32
740,0.24533033739096818,0.18843084623495027,565.4958905346821,0.32
750,0.24611726163807154,0.18861445788231856,564.9623302973837,0.32
760,0.24646268478142214,0.18916408381890948,564.4287700600852,0.31
770,0.25302497331146206,0.19125562115298234,563.8445818755704,0.31
780,0.25131354044148807,0.19110815556104815,563.1827297878004,0.3
790,0.2533022646942895,0.19194165045978362,562.5874800349864,0.3
800,0.2531119169130308,0.1917216669493789,562.0925081286127,0.29
810,0.2531119169130308,0.1917216669493789,561.661203224825,0.29
820,0.2506055722117949,0.18985856933463643,561.1262478133557,0.31
830,0.2506055722117949,0.1896292671468089,560.6802840736234,0.3
840,0.25381253966811773,0.19089732020696412,560.1193682023882,0.31
850,0.25378229986649087,0.19134087242516926,559.5166291926529,0.32
860,0.2541277230098415,0.1913661219445266,559.0327331153027,0.32
870,0.2541277230098415,0.19126837023387167,558.6129092827806,0.32
880,0.2513801907154446,0.18945228053355948,558.1323490264679,0.32
890,0.2518216918191974,0.18990686093612127,557.622858514603,0.31
900,0.25147626867584677,0.18956590382757058,557.2041636560693,0.33
910,0.2514172581503441,0.1885375044346948,556.6354103285671,0.33
920,0.25357192937085327,0.1877300202039107,556.1736171851232,0.33
930,0.2528810830841521,0.18713892615081676,555.7793343094007,0.33
940,0.2526603325322757,0.18690254623599722,555.3843193831761,0.33
950,0.25253565994080146,0.1868772967166398,554.9137487640705,0.33
960,0.25292560852046336,0.1862490079547105,554.4818247071798,0.35
970,0.25311776444126766,0.18612889609470204,554.0444720679951,0.35
980,0.25311776444126766,0.18612889609470204,553.6930022627015,0.34
990,0.25452686676641867,0.18549136599586571,553.3284125912686,0.34
1000,0.2544126465929831,0.18602622119074008,552.9587068850776,0.34
